"","State Code","County Code(FIPS Code)","Place Code","Year Built","Year of Average Daily Traffic","Year of Improvement Cost Estimate","Year Reconstructed","Year of Future Average Daily Traffic","Deck","Superstructure","Substructure","Channel and Channel Protection","Culverts","Location","Facility Carried","Structure Number","Year"
"7559",55,43,29525,1960,2012,2014,0,2032,"6","7","6","8","N","2.2M E JCT STH 133       ","LRD ATKINSON RD   ","P22027200000000",2015
"7560",55,43,29525,1925,2012,2014,1967,2032,"7","5","6","8","N","1.0M N JCT STH 133       ","LRD TEXAS RD      ","P22027400000000",2015
"7561",55,43,29525,1963,2012,2014,0,2032,"N","N","N","6","6","2.2M S JCT CTH V         ","LRD PRIDE RD      ","P22027500000000",2015
"7562",55,43,29525,1970,2012,2014,0,2032,"N","N","N","6","7","1.0M E JCT CTH VV        ","LRD FAIRVIEW RD   ","P22027600000000",2015
"7563",55,43,13075,1975,2012,2014,0,2033,"N","N","N","7","6","4.2M N JCT STH 133       ","CTH VV            ","P22027800000000",2015
"7564",55,43,13075,1973,2012,2014,0,2032,"8","8","6","8","N","0.2M S JCT STH 81        ","LRD RATTLESNAKE RD","P22027900000000",2015
"7565",55,43,83900,1968,2012,2014,0,2032,"7","7","6","7","N","1.2M S JCT CTH U         ","LRD GLASSMAKER RD ","P22028400000000",2015
"7566",55,43,83900,1977,2012,2014,0,2032,"7","8","8","8","N","1.3M S JCT CTH U         ","LRD CAMEL RIDGE RD","P22028600000000",2015
"7567",55,43,83900,1890,2012,2014,0,2033,"6","6","4","8","N","1.8 M S JCT STH 133      ","CTH N (DEAD END)  ","P22029000000000",2015
"7568",55,43,83900,1970,2012,2014,0,2032,"N","N","N","6","6","0.3M N JCT CTH N         ","LRD IRISH RIDGE RD","P22029200000000",2015
"7569",55,43,64650,1976,2012,2014,0,2032,"N","N","N","8","7","2.3M W JCT USH 61        ","LRD OLD POTOSI RD ","P22030000000000",2015
"7570",55,43,32825,1935,2012,2014,0,2032,"6","5","5","8","N","1.3M N JCT CTH B         ","LRD PLATTE RD     ","P22031200000000",2015
"7571",55,43,32825,1950,2012,2014,0,2032,"7","5","6","6","N","1.1M S JCT CTH B         ","LRD QUARRY RD.    ","P22031600000000",2015
"7572",55,43,32825,1955,2012,2014,0,2032,"5","4","4","6","N","0.2M S JCT CTH O         ","LRD ELM RD        ","P22031700000000",2015
"7573",55,43,32825,1982,2012,2014,0,2032,"N","N","N","6","7","0.9M S JCT CTH B         ","LRD BIG PLATTE RD.","P22031900000000",2015
"7574",55,43,63275,1970,2012,2014,0,2032,"N","N","N","7","5","1.8M S JCT STH 80        ","LRD PLEASANT VALLE","P22033300000000",2015
"7575",55,43,74450,1960,2012,2014,0,2032,"8","8","7","8","N","2.7M W JCT CTH D         ","LRD ROCK RD       ","P22033600000000",2015
"7576",55,43,74450,1972,2012,2014,0,2032,"N","N","N","8","7","2.1M W JCT CTH D         ","LRD ROCK RD       ","P22033700000000",2015
"7577",55,43,74450,1970,2012,2014,0,2032,"N","N","N","6","6","1.3M W JCT CTH D         ","LRD KLAR RD       ","P22034100000000",2015
"7578",55,43,74450,1983,2012,2014,0,2032,"N","N","N","8","6","0.7M N JCT CTH H         ","LRD CEMETERY RD   ","P22034500000000",2015
"7579",55,43,74450,1950,2012,2014,0,2032,"N","N","N","7","5","0.9M N JCT CTH H         ","LRD QUARRY RD     ","P22034800000000",2015
"7580",55,43,61150,1960,2012,2014,0,2032,"6","7","6","8","N","0.2M N JCT USH 151       ","LRD CHURCH RD     ","P22035200000000",2015
"7581",55,43,61150,1975,2012,2014,0,2032,"7","7","6","7","N","1.8M N JCT USH 61        ","LRD OAK RD        ","P22035500000000",2015
"7582",55,43,37800,1968,2012,2014,0,2032,"N","N","N","6","6","1.6M W JCT USH 61        ","LRD PEDDLE HOLLOW ","P22036100000000",2015
"7583",55,43,37800,1924,2012,2014,0,2032,"5","5","5","6","N","0.5M E JCT USH 61        ","LRD JIMTOWN RD    ","P22036500000000",2015
"7584",55,43,37800,1981,2012,2014,0,2032,"N","N","N","6","7","0.9M S JCT CTH H         ","LRD LOUISBERG RD  ","P22036600000000",2015
"7585",55,43,37800,1973,2012,2014,0,2032,"7","6","7","8","N","2.0M E JCT USH 61        ","LRD SPRING VALLEY ","P22036700000000",2015
"7586",55,43,33525,1966,2012,2014,0,2032,"N","N","N","7","7","2.7M W JCT STH 80        ","LRD SINSINAWA RD  ","P22038300000000",2015
"7587",55,43,33525,1971,2012,2014,0,2032,"6","6","6","7","N","2.8M W JCT STH 80        ","LRD CENTER RD     ","P22038700000000",2015
"7588",55,43,33525,1968,2012,2014,0,2032,"N","N","N","7","7","0.3M N JCT STH 11        ","LRD MILL RD       ","P22038900000000",2015
"7589",55,43,64625,1930,2012,2014,1950,2032,"4","4","4","6","N","0.1M E JCT STH 133       ","LRD BREWERY HOLLOW","P22070100000000",2015
"7590",55,43,13050,1965,2012,2014,0,2032,"7","6","7","6","N","0.1M E JCT STH 133       ","LRD W BLUFF ST    ","P22070400000000",2015
"7591",55,43,13050,1962,2012,2014,0,2032,"6","5","6","8","N","0.1M W JCT STH 81        ","LRD BLUFF ST      ","P22070500000000",2015
"7592",55,43,13050,1962,2012,2014,0,2032,"6","5","7","8","N","0.1M W JCT STH 81        ","LRD DEWEY ST      ","P22070600000000",2015
"7593",55,43,63250,1966,2012,2014,0,2032,"N","N","N","6","7","0.9M W JCT STH 81        ","LRD SOUTHWEST RD  ","P22071500000000",2015
"7594",55,43,6100,1950,2012,2014,0,2032,"7","5","4","6","N","1.8M S JCT STH 81        ","LRD RATTLESNAKE RD","P22090300000000",2015
"7595",55,43,13075,1969,2012,2014,0,2032,"8","8","6","8","N","0.2M N JCT CTH VV        ","LRD CLOSING DAM RD","P22090500000000",2015
"7596",55,43,23400,1960,2012,2014,0,2032,"6","6","6","8","N","2.8M S JCT CTH A         ","LRD CONDRY RD     ","P22090600000000",2015
"7597",55,43,25625,1980,2012,2014,0,2032,"N","N","N","7","7","1.5M S JCT CTH Q         ","LRD BLUE SCHOOL RD","P22090700000000",2015
"7598",55,43,34300,1950,2012,2014,0,2033,"N","N","N","7","6","1.6M N JCT CTH T         ","CTH S             ","P22091000000000",2015
"7599",55,43,44050,1950,2012,2014,0,2032,"N","N","N","7","6","0.9M N JCT CTH A         ","LRD FAIRVIEW RD   ","P22091100000000",2015
"7600",55,43,45025,1981,2012,2014,0,2032,"N","N","N","5","6","0.1M W JCT CTH J         ","LRD MCCLUSKEY RD  ","P22091300000000",2015
"7601",55,43,45025,1950,2012,2014,0,2032,"6","6","5","8","N","3.3M S JCT CTH JJ        ","LRD PLEASANT VALLE","P22091400000000",2015
"7602",55,43,8400,1941,2012,2014,0,2033,"6","6","3","6","N","1.2M E JCT STH 35        ","CTH A             ","P22091500000000",2015
"7603",55,43,49350,1950,2012,2014,0,2033,"3","4","5","8","N","1.8M E JCT CTH K         ","CTH T             ","P22091800000000",2015
"7604",55,43,54700,1935,2012,2014,1970,2032,"7","6","6","7","N","1.8M S JCT USH 18        ","LRD SHADY DELL RD ","P22091900000000",2015
"7605",55,43,61150,1935,2012,2014,0,2032,"6","5","5","6","N","2.2M W JCT USH 61        ","LRD INDIAN CREEK R","P22092300000000",2015
"7606",55,43,83900,1984,2012,2014,0,2032,"N","N","N","7","7","2.1M N JCT STH 133       ","LRD E HAAS LANE (D","P22092600000000",2015
"7607",55,43,87800,1930,2012,2014,1960,2033,"6","6","6","8","N","2.6M S JCT USH 18        ","LRD EBENEZER RD   ","P22092800000000",2015
"7608",55,43,74450,1950,2012,2014,0,2032,"6","5","4","6","N","0.6M N JCT CTH H         ","LRD WILLS LANE (DE","P22093100000000",2015
"7609",55,43,23400,1960,2012,2014,0,2032,"N","N","N","6","6","2.1M E JCT STH 81        ","LRD CANNON RD     ","P22093200000000",2015
"7610",55,43,34300,1920,2012,2014,0,2032,"5","5","5","7","N","0.6M E JCT CTH S         ","LRD SLEEPY HOLLOW ","P22093800000000",2015
"7611",55,43,54775,1967,2012,2014,0,2032,"N","N","N","8","6","2.8M S JCT USH 18        ","LRD BORAH RD      ","P22094100000000",2015
"7612",55,43,74450,1960,2012,2014,0,2032,"N","N","N","6","7","0.9M W JCT CTH D         ","LRD ROCK RD       ","P22094200000000",2015
"7613",55,43,43825,1974,2012,2014,0,2032,"N","N","N","7","6","2.2M N JCT CTH A         ","LRD COON HOLLOW RD","P22094300000000",2015
"7614",55,43,54700,1970,2012,2014,0,2032,"N","N","N","6","7","1.8M S JCT CTH K         ","LRD ALDERSON RD   ","P22094400000000",2015
"7615",55,43,54775,1976,2012,2014,0,2032,"N","N","N","6","7","2.6M W JCT USH 61        ","LRD GREEN RIVER RD","P22094700000000",2015
"7616",55,43,44050,1975,2012,2014,0,2032,"N","N","N","8","7","0.4M E JCT STH 80        ","LRD CUSHMAN RD    ","P22094800000000",2015
"7617",55,43,54700,1977,2012,2014,0,2032,"N","N","N","7","7","1.5M S JCT USH 18        ","LRD SHADY DELL RD ","P22094900000000",2015
"7618",55,43,54775,1970,2012,2014,0,2032,"N","N","N","6","6","1.7M S JCT USH 18        ","LRD PINE RD       ","P22095000000000",2015
"7619",55,43,37800,1930,2012,2014,0,2032,"N","N","N","6","6","0.3M S JCT STH 11        ","LRD FAIRPLAY RD (D","P22095300000000",2015
"7620",55,43,43825,1980,2012,2014,0,2032,"N","N","N","7","7","1.9M E JCT CTH E         ","LRD GRANDVIEW RD  ","P22095500000000",2015
"7621",55,43,37800,1971,2012,2014,0,2032,"5","5","5","8","N","0.3M E JCT USH 151       ","LRD WOODLAND LANE ","P22095600000000",2015
"7622",55,43,64650,1985,2012,2014,0,2032,"N","N","N","8","7","0.6M E JCT CTH U         ","LRD BOICE CREEK RD","P22095700000000",2015
"7623",55,43,54775,1979,2012,2014,0,2032,"N","N","N","7","7","4.6M E JCT CTH K         ","LRD GREEN RIVER RD","P22095800000000",2015
"7624",55,43,34300,1980,2012,2014,0,2033,"N","N","N","6","5","1.7M W JCT CTH G         ","CTH M             ","P22095900000000",2015
"7625",55,43,83900,1988,2012,2014,0,2032,"N","N","N","7","7","1.3M N JCT CTH U         ","LRD IRISH HOLLOW R","P22096200000000",2015
"7626",55,45,15000,1933,2012,2014,0,2033,"4","4","5","6","N","2.1M W JCT STH 69        ","CTH B             ","P23003300000000",2015
"7627",55,45,37875,1930,2012,2014,1970,2033,"5","5","5","7","N","0.6M S JCT CTH K         ","LRD TWIN GROVE RD ","P23005500000000",2015
"7628",55,45,37875,1956,2012,2014,0,2033,"4","4","6","7","N","0.3M E JCT CTH K         ","CTH KS            ","P23005800000000",2015
"7629",55,45,56725,1934,2012,2014,0,2033,"6","6","7","8","N","0.7M S JCT CTH H         ","LRD DISCH RD      ","P23007500000000",2015
"7630",55,45,56725,1951,2012,2014,0,2033,"5","6","6","8","N","0.5M E JCT STH 69        ","LRD VALLEY VIEW RD","P23007600000000",2015
"7631",55,45,89475,1949,2012,2014,0,2033,"6","6","6","7","N","1.2M E JCT STH 78        ","LRD GOULD HILL RD ","P23008000000000",2015
"7632",55,45,89475,1935,2012,2014,0,2033,"5","5","6","7","N","1.8M S JCT CTH H         ","LRD DOUGHERTY CREE","P23008400000000",2015
"7633",55,45,325,1935,2012,2014,0,2033,"6","6","7","7","N","1.5M N JCT CTH C         ","LRD W PUDDLE DOCK ","P23008600000000",2015
"7634",55,45,325,1952,2012,2014,0,2033,"6","6","6","5","N","1.5M N JCT STH 81        ","LRD PUDDLEDOCK RD ","P23008700000000",2015
"7635",55,45,325,1957,2012,2014,0,2033,"5","5","6","7","N","1.0M S JCT CTH C         ","CTH M             ","P23009100000000",2015
"7636",55,45,325,1910,2012,2014,1983,2033,"6","6","6","5","N","2.7M W JCT CTH C         ","LRD DOUGHERTY CREE","P23009300000000",2015
"7637",55,45,83625,1935,2012,2014,0,2033,"5","5","6","6","N","0.3M N JCT CTH C         ","LRD WASHINGTON RD ","P23010200000000",2015
"7638",55,45,83625,1968,2012,2014,0,2033,"N","N","N","6","7","0.3M N JCT STH 69        ","LRD WASHINGTON RD ","P23010300000000",2015
"7639",55,45,54850,1969,2012,2014,0,2033,"5","6","5","7","N","1.9M E JCT STH 39        ","CTH EE            ","P23010400000000",2015
"7640",55,45,54850,1968,2012,2014,2007,2033,"7","7","7","8","N","0.4M E JCT CTH F         ","CTH EE            ","P23010600000000",2015
"7641",55,45,54850,1939,2012,2014,0,2033,"N","N","N","5","4","0.6M N JCT CTH F         ","LRD PURINTUN RD   ","P23010800000000",2015
"7642",55,45,54850,1939,2012,2014,0,2033,"5","6","7","6","N","2.6M S JCT CTH F         ","LRD FELDT RD      ","P23011000000000",2015
"7643",55,45,54850,1977,2012,2014,0,2033,"7","7","7","8","N","0.9M S JCT CTH EE        ","LRD SCHNEEBERGER R","P23011400000000",2015
"7644",55,45,775,1967,2012,2014,0,2033,"5","6","6","8","N","0.4M W JCT CTH E         ","CTH EE            ","P23011600000000",2015
"7645",55,45,775,1977,2012,2014,0,2033,"6","6","6","6","N","1.5M N JCT CTH F         ","LRD TIN CAN RD    ","P23011800000000",2015
"7646",55,45,775,1954,2012,2014,0,2033,"6","6","6","6","N","1.3M N JCT STH 59        ","LRD ENGLISH SETTLE","P23011900000000",2015
"7647",55,45,19075,1935,2012,2014,0,2033,"6","6","6","5","N","2.7M E JCT CTH OK        ","LRD TEN EYCK RD   ","P23013100000000",2015
"7648",55,45,78875,1961,2012,2014,0,2033,"5","4","5","6","N","0.4M S JCT STH 59        ","CTH S             ","P23013800000000",2015
"7649",55,45,53775,1933,2012,2014,0,2033,"6","6","7","8","N","0.1M W JCT CTH J         ","LRD ROTHEN-BUEHLER","P23014100000000",2015
"7650",55,45,38550,1962,2012,2014,0,2033,"4","4","6","6","N","0.1M E JCT CTH M         ","CTH Y             ","P23015000000000",2015
"7651",55,45,38550,1936,2012,2014,0,2033,"5","5","7","8","N","0.6M N JCT STH 81        ","LRD SKINNER HOLLOW","P23015500000000",2015
"7652",55,45,38550,1960,2012,2014,0,2033,"6","6","6","8","N","1.3M E JCT CTH M         ","LRD SMOCK VALLEY R","P23015600000000",2015
"7653",55,45,11725,1933,2012,2014,0,2033,"N","N","N","6","5","0.4M E JCT CTH M         ","LRD SCHLAPPI RD   ","P23016300000000",2015
"7654",55,45,11725,1935,2012,2014,0,2033,"6","6","8","6","N","1.2M N JCT CTH P         ","LRD ULLOM RD      ","P23016800000000",2015
"7655",55,45,15000,1945,2012,2014,0,2033,"5","5","6","N","N","1.0M E JCT STH 11        ","LRD PATTERSON RD  ","P23017400000000",2015
"7656",55,45,15000,1978,2012,2014,0,2033,"N","N","N","6","6","1.5M W JCT STH 69        ","LRD FRANKLIN RD   ","P23017500000000",2015
"7657",55,45,15000,1977,2012,2014,0,2033,"N","N","N","6","7","0.7M W JCT STH 69        ","LRD MELVIN RD     ","P23017700000000",2015
"7658",55,45,15000,1957,2012,2014,0,2033,"6","6","5","5","N","1.1M E JCT STH 69        ","LRD TOWN CENTER RD","P23017900000000",2015
"7659",55,45,15000,1958,2012,2014,0,2033,"6","6","5","7","N","2.4M E JCT STH 69        ","LRD ADVANCE RD    ","P23018200000000",2015
"7660",55,45,15000,1959,2012,2014,0,2033,"6","5","5","6","N","0.4M N JCT CTH P         ","CTH HK            ","P23018700000000",2015
"7661",55,45,15000,1939,2012,2014,0,2033,"5","5","7","7","N","1.9M N JCT CTH P         ","LRD CLARNO RD     ","P23019200000000",2015
"7662",55,45,37875,1958,2012,2014,0,2033,"6","6","6","7","N","0.9M E JCT CTH K         ","LRD MONTGOMERY RD ","P23019800000000",2015
"7663",55,45,37875,1960,2012,2014,0,2033,"5","5","5","N","N","0.4M S JCT CTH K         ","LRD FIVE CORNER RD","P23020400000000",2015
"7664",55,45,15000,1954,2012,2014,0,2033,"6","6","6","5","N","0.9M S JCT CTH P         ","LRD FIVE CORNER RD","P23020600000000",2015
"7665",55,45,37875,1968,2012,2014,0,2033,"N","N","N","7","6","0.8M E JCT CTH K         ","LRD RAHBERGER RD  ","P23020800000000",2015
"7666",55,45,37875,1964,2012,2014,0,2033,"6","6","6","6","N","0.8M S JCT CTH P         ","LRD FREEPORT RD   ","P23021100000000",2015
"7667",55,45,76075,1954,2012,2014,0,2033,"6","7","6","7","N","0.8M W JCT CTH G         ","LRD TOWN CENTER RD","P23021700000000",2015
"7668",55,45,76075,1930,2012,2014,0,2033,"5","5","4","5","N","0.1M N JCT CTH K         ","LRD UNION RD      ","P23022000000000",2015
"7669",55,45,76075,1979,2012,2014,0,2033,"8","8","8","8","N","0.5M N JCT CTH K         ","LRD MILL RD       ","P23022400000000",2015
"7670",55,45,76075,1930,2012,2014,1950,2033,"5","5","5","8","N","1.7M S JCT STH 11        ","LRD MT HOPE RD    ","P23022500000000",2015
"7671",55,45,76075,1961,2012,2014,0,2033,"6","6","7","7","N","2.1M S JCT STH 11        ","LRD MT HOPE RD    ","P23022600000000",2015
"7672",55,45,54000,1974,2012,2014,0,2033,"6","6","7","8","N","0.2M E JCT CTH F         ","LRD LAKE AVE      ","P23070000000000",2015
"7673",55,45,54000,1968,2012,2014,0,2033,"4","6","7","8","N","0.1M E JCT F             ","CTH EE  WISCONSIN ","P23070100000000",2015
"7674",55,45,53750,1979,2012,2014,0,2033,"N","N","N","7","6","0.4M W JCT STH 69        ","LRD W 10 1/2 ST   ","P23070500000000",2015
"7675",55,45,53750,1979,2012,2014,0,2033,"N","N","N","7","6","0.7M W JCT STH 69        ","LRD 4TH AVE WEST  ","P23070600000000",2015
"7676",55,45,325,1940,2012,2014,0,2033,"6","6","6","6","N","1.6M E JCT CTH A         ","LRD MEADOW BROOK R","P23090200000000",2015
"7677",55,45,325,1937,2012,2014,0,2033,"6","5","6","6","N","2.6M W JCT CTH C         ","LRD PRAIRIE VIEW R","P23090300000000",2015
"7678",55,45,325,1956,2012,2014,0,2033,"6","6","6","6","N","1.3M S JCT CTH C         ","LRD SUNSET RD     ","P23090400000000",2015
"7679",55,45,11725,1932,2012,2014,0,2033,"N","N","N","4","6","0.6M S JCT CTH B         ","LRD RIVER RD      ","P23090900000000",2015
"7680",55,45,19075,1940,2012,2014,0,2033,"N","N","N","6","4","2.2M N JCT STH 11        ","CTH E             ","P23091000000000",2015
"7681",55,45,24725,1930,2012,2014,0,2033,"3","4","6","6","N","1.7M E JCT STH 69        ","LRD AIRPORT RD    ","P23091100000000",2015
"7682",55,45,24725,1950,2012,2014,0,2033,"N","N","N","6","5","1.3M S JCT STH 92        ","CTH D             ","P23091600000000",2015
"7683",55,45,37875,1950,2012,2014,0,2033,"N","N","N","6","5","0.7M S JCT CTH KS        ","LRD TWIN GROVE RD ","P23091700000000",2015
"7684",55,45,37875,1956,2012,2014,0,2033,"6","6","5","6","N","0.2M S JCT CTH K         ","LRD TWIN GROVE RD ","P23091800000000",2015
"7685",55,45,37875,1956,2012,2014,0,2033,"5","5","4","7","N","0.2M E JCT CTH P         ","CTH K             ","P23091900000000",2015
"7686",55,45,38550,1938,2012,2014,0,2030,"4","4","4","7","N","0.1M N JCT CTH Y TO W    ","CTH M             ","P23092000000000",2015
"7687",55,45,53775,1941,2012,2014,0,2033,"N","N","N","4","5","1.3M N JCT STH 59        ","LRD MONROE-SYLVEST","P23092200000000",2015
"7688",55,45,54850,1949,2012,2014,0,2033,"N","N","N","6","4","1.0M N JCT CTH C         ","LRD MARSHALL BLUFF","P23092300000000",2015
"7689",55,45,54850,1938,2012,2014,0,2033,"N","N","N","6","4","0.5M E JCT CTH F         ","LRD PURINTUN RD   ","P23092500000000",2015
"7690",55,45,54850,1935,2012,2014,0,2033,"N","N","N","5","5","1.7M W JCT STH 39        ","LRD GILBERTSON RD ","P23092600000000",2015
"7691",55,45,54850,1956,2012,2014,0,2033,"7","6","7","7","N","1.3M N JCT CTH FF        ","LRD WITT RD       ","P23092700000000",2015
"7692",55,45,76075,1930,2012,2014,0,2033,"N","N","N","4","5","3.8M S JCT STH 11        ","LRD MT HOPE RD    ","P23093000000000",2015
"7693",55,45,76075,1936,2012,2014,0,2033,"N","N","N","4","5","1.1M W JCT CTH T         ","LRD HOOSIER RD    ","P23093100000000",2015
"7694",55,45,78875,1932,2012,2014,0,2033,"N","N","N","5","5","1.2M N JCT STH 11        ","LRD BALLS MILL RD ","P23093300000000",2015
"7695",55,45,83625,1939,2012,2014,0,2033,"6","5","4","6","N","1.2M W JCT CTH N         ","LRD DISCH RD      ","P23093600000000",2015
"7696",55,45,89475,1937,2012,2014,0,2033,"N","N","N","6","5","0.8M N JCT STH 39        ","LRD YORK VALLEY RD","P23093700000000",2015
"7697",55,45,89475,1941,2012,2014,0,2033,"4","4","5","6","N","1.3M N JCT CTH A         ","LRD BADGER RD     ","P23093800000000",2015
"7698",55,45,775,1962,2012,2014,0,2033,"N","N","N","6","4","0.4M W JCT STH 104       ","LRD BUMP RD       ","P23094200000000",2015
"7699",55,45,56725,1946,2012,2014,0,2033,"N","N","N","6","6","0.4M N JCT CTH H         ","LRD ZENTNER RD    ","P23094400000000",2015
"7700",55,45,56725,1979,2012,2014,0,2033,"N","N","N","5","7","1.9M N JCT STH 39        ","CTH O             ","P23094500000000",2015
"7701",55,45,56725,1953,2012,2014,0,2033,"5","5","5","5","N","0.1M W JCT CTH W         ","LRD WARD CREEK LAN","P23094700000000",2015
"7702",55,45,76075,1935,2012,2014,0,2033,"N","N","N","6","6","5.7M S JCT STH 11        ","LRD MT HOPE RD    ","P23094900000000",2015
"7703",55,45,78875,1961,2012,2014,0,2033,"6","5","5","8","N","0.3M W JCT STH 59        ","CTH FF            ","P23095000000000",2015
"7704",55,45,89475,1934,2012,2014,0,2033,"N","N","N","6","4","0.4M S JCT STH 39        ","LRD POPLAR GROVE R","P23095100000000",2015
"7705",55,45,76075,1940,2012,2014,0,2033,"N","N","N","5","4","4.9M S JCT STH 81        ","CTH T             ","P23095200000000",2015
"7706",55,45,38550,1933,2012,2014,0,2033,"N","N","N","6","5","1.0M N JCT CTH Y         ","LRD FAULK RD      ","P23095400000000",2015
