"","State Code","County Code(FIPS Code)","Place Code","Year Built","Year of Average Daily Traffic","Year of Improvement Cost Estimate","Year Reconstructed","Year of Future Average Daily Traffic","Deck","Superstructure","Substructure","Channel and Channel Protection","Culverts","Location","Facility Carried","Structure Number","Year"
"5382",55,111,19675,2010,2012,2014,0,2030,"8","9","9","N","N","0.57 MI. S OF I90/94     ","USH 12 EB RAMP    ","B56019900000000",2015
"5383",55,111,31250,2007,2014,2014,0,2033,"7","7","8","8","N","0.2M S JCT CTH W         ","LRD DURWARD GLEN R","B56020000000000",2015
"5384",55,111,85625,2008,2011,2014,0,2033,"7","7","7","8","N","5.4M E JCT STH 130       ","STH 154           ","B56020100000000",2015
"5385",55,111,88775,2009,2014,2014,0,2033,"7","7","7","9","N","AT BARABOO RIVER         ","CTH G             ","B56020200000000",2015
"5386",55,111,27675,2009,2014,2014,0,2033,"7","7","8","8","N","0.5M S JCT CTH W         ","CTH PF            ","B56020300000000",2015
"5387",55,111,83700,2006,2014,2014,0,2033,"7","7","8","8","N","3.0 MI EAST OF JCT CTH G ","CTH S             ","B56021600000000",2015
"5388",55,111,71650,1965,2012,2014,2004,2033,"7","8","7","8","N","0.1M E JCT STH 78 TO N   ","USH 12-STH 78     ","B56021700000000",2015
"5389",55,111,80825,2008,2014,2014,0,2033,"8","8","8","8","N","0.3M E CLAVADATSCHER RD  ","CTH O             ","B56021800000000",2015
"5390",55,111,37250,2011,2014,2014,0,2031,"7","7","8","6","N","0.3M N JCT STH 58        ","CTH G             ","B56022100000000",2015
"5391",55,111,66825,2014,2012,2014,0,2035,"9","9","9","9","N","AT NARROWS CREEK         ","STH 23            ","B56022200000000",2015
"5392",55,111,87775,2011,2011,2014,0,2031,"9","9","9","9","N","0.1 M E JCT CTH K        ","LRD SKINNER ROAD  ","B56022400000000",2015
"5393",55,111,76050,2012,2013,2014,0,2031,"N","N","N","9","8","AT BIG HOLLOW CREEK      ","LRD KENNEDY ROAD  ","B56022500000000",2015
"5394",55,111,76050,2012,2011,2014,0,2031,"N","N","N","9","8","4.8 MI E OF STH 130      ","USH 14            ","B56022600000000",2015
"5395",55,111,66825,2014,2015,2014,0,2035,"9","9","9","9","N",".5M S JCT STH 154        ","LRD CTH CH        ","B56022700000000",2015
"5396",55,111,31250,2013,2013,2014,0,2033,"9","9","9","9","N",".1 MI E. OF JCT W/ STH 13","LRD TOWER ROAD    ","B56022900000000",2015
"5397",55,111,19550,2012,2013,2014,0,2033,"9","9","9","9","N","0.2 M S JCT CTH P        ","LRD SIMPSON ROAD  ","B56023000000000",2015
"5398",55,111,66825,1938,2012,2014,1991,2032,"7","7","6","N","N","0.8M E JCT CTH S         ","STH 23            ","B56046700000000",2015
"5399",55,111,45400,1941,2011,2014,1991,2033,"7","6","7","7","N","6.7M E JCT STH 130       ","STH 154           ","B56046800000000",2015
"5400",55,111,4650,1939,2014,2014,0,2034,"5","5","5","6","N","1.7M W JCT USH 12        ","CTH W             ","B56059500000000",2015
"5401",55,111,58025,1940,2014,2014,0,2034,"5","5","5","8","N","0.2M S JCT CTH I         ","CTH PF  MAPLE ST  ","B56067200000000",2015
"5402",55,111,4650,1941,2014,2014,0,2034,"5","4","6","7","N","2.2M W JCT USH 12        ","CTH W             ","B56078800000000",2015
"5403",55,111,27675,1941,2014,2014,0,2034,"5","5","5","6","N","0.3M E JCT CTH I         ","CTH W             ","B56078900000000",2015
"5404",55,111,42825,1941,2012,2014,1990,2033,"7","7","6","7","N","4.2M N JCT CTH G TO E    ","STH 58-CENTER ST  ","B56079600000000",2015
"5405",55,111,42850,1932,2012,2014,0,2032,"N","N","N","7","6","0.9M N JCT STH 33 TO W   ","STH 58            ","B56094300000000",2015
"5406",55,113,75450,1948,2011,2014,0,2032,"N","N","N","8","6","7.5M E JCT CTH S         ","STH 77            ","B57000100000000",2015
"5407",55,113,43400,1958,2012,2014,0,2032,"7","7","7","8","N","3.2M N JCT STH 77 TO W   ","STH 27            ","B57001100000000",2015
"5408",55,113,20825,1965,2011,2014,1999,2032,"7","7","7","8","N","2.6M E JCT CTH EE        ","STH 70            ","B57001300000000",2015
"5409",55,113,66075,1964,2011,2014,0,2032,"N","N","N","7","7","4.2M N JCT STH 70 TO E   ","STH 27-STH 70     ","B57001400000000",2015
"5410",55,113,36450,1970,2012,2014,0,2033,"4","7","7","8","N","0.2M S JCT CTH S         ","CTH B             ","B57001700000000",2015
"5411",55,113,85100,1972,2012,2014,0,2033,"3","5","6","8","N","1.8M E JCT STH 40        ","CTH D             ","B57001800000000",2015
"5412",55,113,43400,1976,2011,2014,2010,2032,"8","7","7","8","N","5.5M N JCT STH 77 TO E   ","USH 63            ","B57001900000000",2015
"5413",55,113,17250,1976,2012,2014,0,2033,"4","5","6","8","N","0.1M S JCT STH 27        ","CTH C             ","B57002300000000",2015
"5414",55,113,33475,1976,2012,2014,0,2033,"4","7","6","8","N","0.7M E JCT USH 63        ","LRD HOSPITAL RD   ","B57002400000000",2015
"5415",55,113,75450,1978,2011,2014,0,2032,"6","7","6","8","N","5.0M E JCT CTH A         ","STH 77            ","B57002500000000",2015
"5416",55,113,59600,1980,2012,2014,0,2033,"5","7","6","8","N","2.4M W JCT CTH W         ","CTH G             ","B57002600000000",2015
"5417",55,113,66075,1983,2012,2014,0,2033,"7","7","7","8","N","1.3M W JCT STH 40        ","LRD OLD 70 RD     ","B57002800000000",2015
"5418",55,113,85100,1970,2011,2014,0,2032,"N","N","N","8","7","5.0M E JCT CTH C         ","STH 48            ","B57002900000000",2015
"5419",55,113,69750,1982,2012,2014,0,2033,"7","6","5","8","N","1.7M E JCT CTH A         ","CTH B             ","B57003000000000",2015
"5420",55,113,88000,1983,2012,2014,0,2033,"6","6","7","8","N","2.3M W JCT CTH M TO S    ","CTH W             ","B57003100000000",2015
"5421",55,113,88000,1985,2012,2014,0,2033,"7","7","7","8","N","2.3M N JCT CTH B         ","LRD FISHTRAP RD   ","B57003300000000",2015
"5422",55,113,43400,1988,2012,2014,0,2033,"7","7","6","8","N","0.7M N JCT USH 63        ","LRD LARSEN RD     ","B57003400000000",2015
"5423",55,113,50300,1990,2011,2014,0,2032,"N","N","N","8","7","5.9M N JCT CTH J TO E    ","STH 27            ","B57003500000000",2015
"5424",55,113,50300,1990,2011,2014,0,2032,"7","7","7","8","N","3.0M N JCT CTH D         ","STH 27            ","B57003600000000",2015
"5425",55,113,85100,1986,2012,2014,0,2033,"6","6","7","8","N","6.9M E JCT STH 48        ","CTH C             ","B57003700000000",2015
"5426",55,113,50300,1989,2012,2014,0,2033,"7","7","7","6","N","0.5M N JCT CTH D         ","LRD PASANEN RD    ","B57003800000000",2015
"5427",55,113,69750,1988,2012,2014,0,2033,"6","7","6","8","N","0.2M W JCT CTH A         ","CTH B             ","B57003900000000",2015
"5428",55,113,20825,1999,2011,2014,0,2032,"8","8","8","8","N","2.7M E JCT CTH B         ","STH 70            ","B57004000000000",2015
"5429",55,113,22625,1990,2011,2014,0,2032,"6","7","7","6","N","3.1M E JCT CTH FF        ","STH 48            ","B57004100000000",2015
"5430",55,113,17225,1990,2011,2014,0,2032,"7","7","7","8","N","4.2M N JCT STH 40        ","STH 27/70-GETTYSBU","B57004200000000",2015
"5431",55,113,71500,1992,2011,2014,0,2032,"6","7","7","8","N","4.9M N JCT CTH C         ","STH IRR (STH 27-ST","B57004300000000",2015
"5432",55,113,85100,1993,2012,2014,0,2033,"7","7","7","8","N","1.2M E JCT STH 40        ","LRD BLOMBERG RD   ","B57004400000000",2015
"5433",55,113,66075,1991,2012,2014,0,2033,"7","8","7","8","N","0.1M E JCT STH 40        ","LRD LITKE DR      ","B57004500000000",2015
"5434",55,113,22625,1992,2012,2014,0,2033,"7","7","7","8","N","2.0M N JCT STH 48        ","LRD E SHORE DR    ","B57004600000000",2015
"5435",55,113,17225,1991,2012,2014,0,2033,"7","7","6","8","N","0.2M S JCT STH 27        ","LRD HOFFER RD     ","B57004700000000",2015
"5436",55,113,85100,1991,2012,2014,0,2033,"6","6","8","8","N","6.2M E JCT STH 48        ","CTH C             ","B57004800000000",2015
"5437",55,113,36450,1991,2012,2014,0,2033,"5","5","7","8","N","0.2M W JCT CTH H         ","CTH CC            ","B57004900000000",2015
"5438",55,113,43400,1992,2012,2014,0,2033,"7","7","6","6","N","0.5M W JCT USH 63        ","LRD PETERSON RD   ","B57005000000000",2015
"5439",55,113,20825,1999,2011,2014,0,2032,"7","8","8","8","N","2.0M E JCT CTH EE        ","STH 70            ","B57005100000000",2015
